,Name,metascore,userscore
11930,The Walking Dead: Season Two Episode 5 - No Going Back,83.0,7.925
11931,The Walking Dead: Survival Instinct,34.666666666666664,3.75
11932,The Walking Dead: The Telltale Definitive Series,83.5,8.033333333333333
11933,The Walking Dead: The Telltale Series - A New Frontier,71.0,6.666666666666667
11934,The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,79.66666666666667,6.866666666666667
11935,The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,79.33333333333333,6.766666666666667
11936,The Walking Dead: The Telltale Series - A New Frontier Episode 3: Above the Law,72.0,5.8
11937,The Walking Dead: The Telltale Series - A New Frontier Episode 4: Thicker than Water,68.66666666666667,5.866666666666667
11938,The Walking Dead: The Telltale Series - A New Frontier Episode 5: From The Gallows,69.66666666666667,6.033333333333334
11939,The Walking Dead: The Telltale Series - The Final Season,77.66666666666667,7.933333333333334
11940,The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running,74.33333333333333,7.566666666666666
11941,The Walking Dead: The Telltale Series - The Final Season Episode 2: Suffer the Children,71.66666666666667,7.466666666666666
11942,The Walking Dead: The Telltale Series - The Final Season Episode 3: Broken Toys,77.33333333333333,7.5
11943,The Walking Dead: The Telltale Series - The Final Season Episode 4: Take Us Back,79.0,7.633333333333333
11944,The Walking Dead: The Telltale Series Collection,78.0,6.6
11945,The Wanderer: Frankenstein's Creature,73.0,7.5
11946,The War of the Worlds,55.0,5.1
11947,The Wardrobe,72.0,6.0
11948,The Warlock of Firetop Mountain,70.0,7.2
11949,The Warriors,83.33333333333333,7.95
11950,The Warriors: Street Brawl,40.0,6.4
11951,The Watchmaker (2001),59.0,8.2
11952,The Way,67.0,7.2
11953,The Waylanders,51.0,1.9
11954,The Weakest Link,55.0,8.0
11955,The Weaponographist,58.0,6.8
11956,The Westport Independent,63.0,6.9
11957,The Whispered World,70.0,7.4
11958,The White Door,77.0,7.6
11959,The Wild At Heart,75.5,7.7
11960,The Wild Eight,63.0,7.099999999999999
11961,The Witch and the Hundred Knight,53.0,7.3
11962,The Witch and the Hundred Knight 2,61.0,6.3
11963,The Witch and the Hundred Knight: Revival Edition,63.0,6.9
11964,The Witcher,81.0,8.7
11965,The Witcher 2: Assassins of Kings,88.0,8.4
11966,The Witcher 3: Wild Hunt,92.0,9.133333333333333
11967,The Witcher 3: Wild Hunt - Blood and Wine,92.33333333333333,9.0
11968,The Witcher 3: Wild Hunt - Hearts of Stone,89.66666666666667,9.066666666666666
11969,The Witcher Adventure Game,68.0,5.6
11970,The Witcher: Enhanced Edition,86.0,8.3
11971,The Witness,86.66666666666667,7.5
11972,The Wizard of Oz: Beyond the Yellow Brick Road,68.0,6.4
11973,The Wizards,80.0,7.7
11974,The Wizards: Enhanced Edition,68.0,6.0
11975,The Wolf Among Us,82.0,8.6
11976,The Wolf Among Us: Episode 1 - Faith,84.0,8.266666666666667
11977,The Wolf Among Us: Episode 2 - Smoke and Mirrors,77.0,7.8999999999999995
11978,The Wolf Among Us: Episode 3 - A Crooked Mile,80.33333333333333,8.0
11979,The Wolf Among Us: Episode 4 - In Sheep's Clothing,72.66666666666667,7.900000000000001
11980,The Wolf Among Us: Episode 5 - Cry Wolf,81.33333333333333,8.1
11981,The Wonderful 101,78.0,8.6
11982,The Wonderful 101: Remastered,80.5,6.2
11983,The Wonderful End of the World,69.0,6.8
11984,The World Ends with You,88.0,8.7
11985,The X-Files Game,56.0,7.7
11986,The X-Files: Resist or Serve,67.0,8.2
11987,The Yakuza Remastered Collection,83.66666666666667,8.1
11988,The Yawhg,66.0,7.6
11989,Thea: The Awakening,73.0,7.566666666666666
11990,Theatre of War,66.0,6.3
11991,Theatre of War 2: Africa 1943,63.0,6.3
11992,Theatre of War 3: Korea,49.0,5.1
11993,Theatrhythm Final Bar Line,87.0,5.4
11994,Theatrhythm Final Fantasy,78.0,7.8
11995,Theatrhythm Final Fantasy: Curtain Call,83.0,8.2
11996,Theme Park,72.0,7.6
11997,Theme Park Roller Coaster,82.0,7.9
11998,There Came an Echo,58.5,5.7
11999,There is no game : Wrong dimension,89.0,8.7
12000,Theresia,61.0,8.3
12001,Theseus,56.0,6.5
12002,They Always Run,73.0,7.0
12003,They Are Billions,74.0,6.266666666666667
12004,They Bleed Pixels,74.0,7.4
12005,Thief,68.66666666666667,6.0
12006,Thief II: The Metal Age,87.0,8.9
12007,Thief: Deadly Shadows,83.5,7.75
12008,Thief: The Dark Project,92.0,9.0
12009,Thimbleweed Park,84.66666666666667,7.733333333333333
12010,Things on Wheels,41.0,5.9
12011,Thirty Flights of Loving,88.0,5.0
12012,This Is the Police,66.66666666666667,7.166666666666667
12013,This Is the President,68.0,6.9
12014,This War of Mine,83.0,8.3
12015,This War of Mine: The Little Ones,78.0,7.633333333333333
12016,This is the Police 2,67.5,6.766666666666667
12017,Thomas Was Alone,78.5,7.216666666666666
12018,Thor: God of Thunder,50.4,5.96
12019,Thorium Wars,66.0,7.0
12020,Those Who Remain,52.0,5.433333333333334
12021,Three Fourths Home,77.0,5.5
12022,Three Fourths Home: Extended Edition,74.0,5.766666666666667
12023,Thrillville,70.66666666666667,2.733333333333333
12024,Thrillville: Off the Rails,69.0,3.216666666666667
12025,Throne of Darkness,68.0,8.0
12026,Thronebreaker: The Witcher Tales,83.33333333333333,7.466666666666666
12027,Through the Darkest of Times,71.0,6.3500000000000005
12028,Through the Woods,64.5,6.166666666666667
12029,ThruSpace,73.0,8.7
12030,Thumper,85.33333333333333,6.833333333333333
12031,Thunder Alley,23.0,2.2
12032,Thunder Force V,70.0,7.4
12033,Thunder Tier One,65.0,6.5
12034,Thunder Wolves,66.0,5.933333333333334
12035,Thundercats,28.0,1.7
12036,Thunderstrike: Operation Phoenix,65.0,7.4
12037,Thymesia,69.0,6.8
12038,TiQal,58.0,7.3
12039,Ticket to Ride,70.0,7.550000000000001
12040,Tidalis,75.0,7.2
12041,Tiger Woods PGA Tour,71.0,7.5
12042,Tiger Woods PGA Tour 06,79.66666666666667,6.683333333333334
12043,Tiger Woods PGA Tour 07,77.57142857142857,6.716666666666667
12044,Tiger Woods PGA Tour 08,72.85714285714286,6.88
12045,Tiger Woods PGA Tour 09,73.0,6.15
12046,Tiger Woods PGA Tour 09 All-Play,81.0,8.2
12047,Tiger Woods PGA Tour 10,79.75,5.975
12048,Tiger Woods PGA Tour 11,80.33333333333333,7.266666666666667
12049,Tiger Woods PGA Tour 12: The Masters,72.0,5.375
12050,Tiger Woods PGA Tour 13,76.0,5.65
12051,Tiger Woods PGA Tour 14,75.5,5.35
12052,Tiger Woods PGA Tour 2002,81.5,6.8
12053,Tiger Woods PGA Tour 2003,89.5,6.75
12054,Tiger Woods PGA Tour 2004,86.0,7.42
12055,Tiger Woods PGA Tour 2005,88.75,6.775
12056,Tiger Woods PGA Tour Online,71.0,4.8
12057,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,65.0,8.3
12058,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,71.0,5.0
12059,Time Carnage,52.5,4.3
12060,Time Commando,80.0,8.5
12061,Time Crisis 3,81.0,8.1
12062,Time Crisis 4,60.0,7.2
12063,Time Crisis II,81.0,7.9
12064,Time Crisis: Project Titan,71.0,6.5
12065,Time Crisis: Razing Storm,58.0,6.4
12066,"Time Gentlemen, Please!",84.0,7.4
12067,Time Hollow,64.0,7.3
12068,Time Loader,77.5,6.400000000000001
12069,Time Machine VR,58.0,7.449999999999999
12070,Time Recoil,68.5,7.2
12071,Time and Eternity,42.0,5.4
12072,Time of Defiance,73.0,6.8
12073,TimeShift,70.33333333333333,7.266666666666667
12074,TimeSplitters,81.0,7.9
12075,TimeSplitters 2,88.66666666666667,8.200000000000001
12076,TimeSplitters: Future Perfect,83.0,8.700000000000001
12077,Timelie,77.0,7.5
12078,Timeline (2000),41.0,5.1
12079,Timespinner,76.0,5.65
12080,Tin Soldiers: Julius Caesar,74.0,8.9
12081,Tiny & Big: Grandpa's Leftovers,75.0,7.3
12082,Tiny Brains,63.5,6.433333333333334
12083,Tiny Metal,68.0,4.05
12084,Tiny Metal: Full Metal Rumble,70.0,7.4
12085,Tiny Tina's Wonderlands,78.0,5.133333333333334
12086,Tiny Trax,72.0,4.9
12087,Tiny Troopers,57.0,5.5
12088,Tiny Troopers: Joint Ops,62.75,5.65
12089,Tinykin,77.0,8.0
12090,Titan Attacks!,68.5,6.825
12091,Titan Quest,66.0,6.966666666666666
12092,Titan Quest: Immortal Throne,80.0,8.4
12093,Titan Quest: Ragnarok,71.0,6.900000000000001
12094,Titan Souls,73.66666666666667,6.3
12095,Titanfall,85.0,6.366666666666667
12096,Titanfall 2,87.33333333333333,8.666666666666666
12097,Titanfall: Expedition,73.0,4.9
12098,Titanfall: Frontier's Edge,75.0,5.9
12099,Title Bout Championship Boxing,79.0,7.5
12100,To End All Wars,71.0,7.6
12101,To Leave,64.0,6.0
12102,To the Moon,81.0,8.9
12103,Tobe's Vertical Adventure,75.0,6.6
12104,Toby: The Secret Mine,56.0,5.75
12105,ToeJam & Earl III: Mission to Earth,71.0,6.9
12106,ToeJam & Earl: Back in the Groove,68.0,6.15
12107,ToeJam & Earl: Back in the Groove!,76.0,6.9
12108,Toki Tori,78.0,7.45
12109,Toki Tori 2,76.0,7.5
12110,Toki Tori 2 +,77.0,6.6
12111,Toki Tori 3D,76.0,7.1
12112,Tokobot,72.0,7.1
12113,Tokobot Plus: Mysteries of the Karakuri,66.0,8.5
12114,Tokyo 42,70.5,5.6000000000000005
12115,Tokyo Crash Mobs,68.0,7.4
12116,Tokyo Dark,70.0,7.3
12117,Tokyo Ghoul: re Call to Exist,58.0,7.050000000000001
12118,Tokyo Jungle,74.0,8.1
12119,Tokyo Jungle Mobile,77.0,8.2
12120,Tokyo Mirage Sessions #FE,80.0,7.8
12121,Tokyo Tattoo Girls,36.0,4.1
12122,Tokyo Twilight Ghost Hunters,63.5,6.800000000000001
12123,Tokyo Xanadu,74.0,8.1
12124,Tokyo Xanadu eX+,75.0,7.55
12125,Tokyo Xtreme Racer 2,79.0,7.9
12126,Tokyo Xtreme Racer 3,63.0,8.6
12127,Tokyo Xtreme Racer DRIFT,59.0,8.6
12128,Tokyo Xtreme Racer DRIFT 2,46.0,8.7
12129,Tokyo Xtreme Racer Zero,76.0,8.8
12130,Tom & Jerry in War of the Whiskers,63.0,7.2
12131,Tom Clancy's EndWar,71.6,7.2
12132,Tom Clancy's Ghost Recon,66.4,6.4799999999999995
12133,Tom Clancy's Ghost Recon 2,64.0,5.3
12134,Tom Clancy's Ghost Recon 2 Summit Strike,84.0,7.0
12135,Tom Clancy's Ghost Recon Advanced Warfighter,70.0,6.4
12136,Tom Clancy's Ghost Recon Advanced Warfighter 2,76.75,6.925
12137,Tom Clancy's Ghost Recon Phantoms,70.0,6.5
12138,Tom Clancy's Ghost Recon Predator,54.0,5.6
12139,Tom Clancy's Ghost Recon: Breakpoint,58.666666666666664,3.1666666666666665
12140,Tom Clancy's Ghost Recon: Desert Siege,82.0,6.9
12141,Tom Clancy's Ghost Recon: Future Soldier,76.33333333333333,6.466666666666666
12142,Tom Clancy's Ghost Recon: Island Thunder,81.5,7.3
12143,Tom Clancy's Ghost Recon: Jungle Storm,70.0,6.0
12144,Tom Clancy's Ghost Recon: Shadow Wars,77.0,7.9
12145,Tom Clancy's Ghost Recon: Wildlands,71.66666666666667,6.633333333333333
12146,Tom Clancy's HAWX,72.33333333333333,7.366666666666667
12147,Tom Clancy's HAWX 2,62.75,6.425
12148,Tom Clancy's Rainbow Six,85.0,8.0
12149,Tom Clancy's Rainbow Six 3,74.66666666666667,7.8
12150,Tom Clancy's Rainbow Six 3: Athena Sword,72.0,6.7
12151,Tom Clancy's Rainbow Six 3: Black Arrow,84.0,8.1
12152,Tom Clancy's Rainbow Six 3: Raven Shield,83.0,8.6
12153,Tom Clancy's Rainbow Six Critical Hour,54.0,4.2
12154,Tom Clancy's Rainbow Six Extraction,71.0,4.1000000000000005
12155,Tom Clancy's Rainbow Six Rogue Spear: Black Thorn,67.0,4.9
12156,Tom Clancy's Rainbow Six Siege,75.33333333333333,7.066666666666666
12157,Tom Clancy's Rainbow Six Vegas,78.0,7.599999999999999
12158,Tom Clancy's Rainbow Six Vegas 2,81.5,7.85
12159,Tom Clancy's Rainbow Six: Covert Ops Essentials,62.0,5.5
12160,Tom Clancy's Rainbow Six: Lockdown,68.75,6.85
12161,Tom Clancy's Rainbow Six: Rogue Spear,75.5,7.633333333333333
12162,Tom Clancy's Rainbow Six: Vegas,85.0,7.5
12163,Tom Clancy's Rainbow Six: Vegas 2,78.0,7.4
12164,Tom Clancy's Splinter Cell,87.8,8.319999999999999
12165,Tom Clancy's Splinter Cell 3D,53.0,5.7
12166,Tom Clancy's Splinter Cell Chaos Theory,87.33333333333333,8.566666666666666
12167,Tom Clancy's Splinter Cell Classic Trilogy HD,67.0,7.1
12168,Tom Clancy's Splinter Cell Double Agent,76.83333333333333,7.55
12169,Tom Clancy's Splinter Cell Essentials,58.0,7.3
12170,Tom Clancy's Splinter Cell Pandora Tomorrow,81.5,7.85
12171,Tom Clancy's Splinter Cell: Blacklist,80.75,7.675
12172,Tom Clancy's Splinter Cell: Chaos Theory,71.0,7.8
12173,Tom Clancy's Splinter Cell: Conviction,84.0,6.6499999999999995
12174,Tom Clancy's Splinter Cell: Conviction - Deniable Ops Insurgency Pack,85.0,6.8
12175,Tom Clancy's Splinter Cell: Double Agent,80.0,6.0
12176,Tom Clancy's Splinter Cell: Pandora Tomorrow,87.0,7.9
12177,Tom Clancy's The Division,79.66666666666667,6.666666666666667
12178,Tom Clancy's The Division - Underground,66.5,6.366666666666667
12179,Tom Clancy's The Division 2,82.66666666666667,5.566666666666666
12180,Tom Clancy's The Division 2: Warlords of New York,78.33333333333333,1.6333333333333335
12181,Tomb Raider,87.5,8.375
12182,Tomb Raider III,76.0,8.2
12183,Tomb Raider Underworld: Beneath the Ashes,60.0,7.4
12184,Tomb Raider Underworld: Lara's Shadow,66.0,8.2
12185,Tomb Raider: Anniversary,77.75,8.2
12186,Tomb Raider: Chronicles,58.0,7.15
12187,Tomb Raider: Definitive Edition,85.5,8.05
12188,Tomb Raider: Legend,75.57142857142857,7.6625
12189,Tomb Raider: The Prophecy,66.0,8.4
12190,Tomb Raider: Underworld,74.2,7.283333333333334
12191,Tomena Sanner,77.0,8.3
12192,Tomodachi Life,71.0,7.6
12193,Tony Hawk Ride,45.666666666666664,3.1
12194,Tony Hawk's American Sk8land,74.0,5.8
12195,Tony Hawk's American Wasteland,74.8,7.640000000000001
12196,Tony Hawk's Downhill Jam,68.0,5.45
12197,Tony Hawk's Pro Skater,92.0,8.7
12198,Tony Hawk's Pro Skater 1 + 2,88.33333333333333,7.933333333333333
12199,Tony Hawk's Pro Skater 2,93.0,7.4799999999999995
12200,Tony Hawk's Pro Skater 2x,78.0,7.1
12201,Tony Hawk's Pro Skater 3,91.33333333333333,7.516666666666667
12202,Tony Hawk's Pro Skater 4,89.60000000000001,7.733333333333333
12203,Tony Hawk's Pro Skater 5,35.5,2.325
12204,Tony Hawk's Pro Skater HD,66.5,5.833333333333333
12205,Tony Hawk's Project 8,72.2,6.540000000000001
12206,Tony Hawk's Proving Ground,69.2,6.0
12207,Tony Hawk's Underground,87.5,7.85
12208,Tony Hawk's Underground 2,80.6,7.95
12209,Tony Hawk's Underground 2 Remix,83.0,7.9
12210,Tony Hawk: Shred,54.5,6.7
12211,Tony Tough and the Night of Roasted Moths,68.0,6.0
12212,Too Human,65.0,7.0
12213,Toodee and Topdee,74.0,8.8
12214,Tools Up!,67.0,7.6000000000000005
12215,Tooth and Tail,79.0,7.550000000000001
12216,Top Angler,53.0,8.0
12217,Top Gear Dare Devil,62.0,6.4
12218,Top Gear RPM Tuning,45.0,6.4
12219,Top Gear Rally,78.0,7.5
12220,Top Gun,48.5,4.3
12221,Top Gun: Combat Zones,61.0,4.8
12222,Top Gun: Hard Lock,54.0,6.366666666666667
12223,Top Spin,78.0,7.7
12224,Top Spin 2,65.33333333333333,6.949999999999999
12225,Top Spin 3,71.5,7.0
12226,Top Spin 4,73.33333333333333,7.766666666666667
12227,Topatoi: Spinning Through The Worlds,55.0,4.0
12228,Torchlight,82.0,7.800000000000001
12229,Torchlight II,82.0,7.033333333333334
12230,Torchlight III,65.0,3.6
12231,Toren,56.5,5.6
12232,Toribash: Violence Perfected,53.0,8.1
12233,Torino 2006 - The Official Video Game of the XX Olympic Winter Games,37.0,5.4
12234,Torino 2006 - the Official Video Game of the XX Olympic Winter Games,37.5,7.3
12235,Tork: Prehistoric Punk,62.0,6.2
12236,Torment: Tides of Numenera,78.66666666666667,6.833333333333333
12237,Tormented Souls,75.0,7.3999999999999995
12238,Tormentum - Dark Sorrow,72.0,8.0
12239,Torn,69.5,4.8
12240,Tornado Outbreak,67.33333333333333,7.933333333333333
12241,Torrente,36.0,8.0
12242,Tortuga - Two Treasures,48.0,2.7
12243,Total Annihilation,86.0,8.8
12244,Total Annihilation: Kingdoms,74.0,8.4
12245,Total Extreme Wrestling 2004,76.0,6.8
12246,Total Immersion Racing,61.666666666666664,8.15
12247,Total Overdose: A Gunslinger's Tale in Mexico,71.33333333333333,8.066666666666666
12248,Total Tank Simulator,66.0,7.1
12249,Total War Battles: SHOGUN,59.0,6.3
12250,Total War: Arena,75.0,7.2
12251,Total War: Attila,80.0,7.4
12252,Total War: Attila - Age of Charlemagne,77.0,8.4
12253,Total War: Rome II,76.0,4.4
12254,Total War: Rome II - Caesar in Gaul,63.0,4.7
12255,Total War: Rome II - Empire Divided,62.0,5.5
12256,Total War: Rome II - Rise of the Republic,78.0,6.0
12257,Total War: Rome Remastered,75.0,5.5
12258,Total War: Shogun 2,90.0,8.3
12259,Total War: Shogun 2 - Fall of the Samurai,86.0,8.4
12260,Total War: Shogun 2 - Rise of the Samurai,84.0,8.2
12261,Total War: Three Kingdoms,85.0,7.6
12262,Total War: Three Kingdoms - A World Betrayed,80.0,6.2
12263,Total War: Three Kingdoms - Eight Princes,67.0,4.0
12264,Total War: Three Kingdoms - Mandate of Heaven,80.0,6.8
12265,Total War: Three Kingdoms - The Furious Wild,80.0,8.8
12266,Total War: WARHAMMER,86.0,7.4
12267,Total War: WARHAMMER - Call of the Beastmen,72.0,4.5
12268,Total War: WARHAMMER - Norsca Race Pack,78.0,7.7
12269,Total War: WARHAMMER - Realm of the Wood Elves,76.0,6.5
12270,Total War: WARHAMMER II,87.0,7.9
12271,Total War: WARHAMMER II - Curse of the Vampire Coast,83.0,7.5
12272,Total War: WARHAMMER II - Rise of the Tomb Kings,84.0,7.1
12273,Total War: WARHAMMER II - The Queen & the Crone,73.0,8.5
12274,Total War: WARHAMMER II - The Silence & The Fury,84.0,7.8
12275,Total War: WARHAMMER III,85.0,5.3
12276,Totally Reliable Delivery Service,60.666666666666664,4.866666666666667
12277,TotemBall,44.0,3.0
12278,Touch Detective,60.0,6.6
12279,Touch Detective 2 1/2,67.0,7.0
12280,Touch My Katamari,69.0,7.4
12281,Touch the Dead,56.0,5.8
12282,TouchMaster,71.0,5.8
12283,Touhou Double Focus,60.0,5.900000000000001
12284,Touhou Genso Rondo: Bullet Ballet,55.0,5.3
12285,Touhou Genso Wanderer,70.0,6.7
12286,Touhou Kobuto V: Burst Battle,42.0,3.5
12287,Touhou: Scarlet Curiosity,61.5,7.2
12288,Touken Ranbu Warriors,56.0,9.2
12289,Toukiden 2,75.0,7.533333333333334
12290,Toukiden: Kiwami,78.0,7.7
12291,Toukiden: The Age of Demons,71.0,8.4
12292,Tour de France 2009,44.0,5.7
12293,Tour de France 2014,53.0,5.5
12294,Tour de France 2015,55.5,5.550000000000001
12295,Tour de France 2016,61.0,6.9
12296,Tour de France 2017,61.5,5.2
12297,Tour de France 2018,57.0,6.4
12298,Tour de France 2019,56.0,3.7
12299,Tour de France 2020,62.5,4.4
12300,Tour de France 2021,59.0,4.7
12301,Tourist Trophy,74.0,8.5
12302,Tournament of Legends,45.0,7.2
12303,Tower 57,72.0,6.5
12304,Tower Bloxx Deluxe,62.0,7.0
12305,Tower Wars,59.0,6.6
12306,Tower of Fantasy,65.0,3.8
12307,Tower of Guns,72.0,6.65
12308,Tower of Time,74.0,7.8
12309,TowerFall Ascension,84.66666666666667,7.066666666666666
12310,Townscaper,86.0,7.9
12311,Townsmen - A Kingdom Rebuilt,60.0,8.0
12312,Toy Home,57.0,5.6
12313,Toy Odyssey: The Lost and Found,68.5,7.0
12314,Toy Shop,31.0,5.0
12315,Toy Soldiers,76.0,7.95
12316,Toy Soldiers: Cold War,81.0,8.5
12317,Toy Soldiers: War Chest,60.666666666666664,7.466666666666666
12318,Toy Story 2: Buzz Lightyear to the Rescue,58.0,7.2
12319,Toy Story 2: Buzz Lightyear to the Rescue!,66.0,7.8
12320,Toy Story Racer,76.0,8.1
12321,Toy Stunt Bike,58.0,7.4
12322,Toybox Turbos,73.5,5.633333333333333
12323,Trace Memory,70.0,8.1
12324,Track & Field,63.0,7.8
12325,Track Lab,64.0,5.0
12326,TrackMania (2003),74.0,8.0
12327,TrackMania 2 Canyon,81.0,7.7
12328,TrackMania 2 Stadium,77.0,7.7
12329,TrackMania 2 Valley,79.0,7.7
12330,TrackMania DS,75.0,7.2
12331,TrackMania Sunrise,82.0,7.7
12332,TrackMania Turbo,77.0,7.4
12333,TrackMania United,80.0,8.8
12334,TrackMania: Build to Race,74.0,7.5
12335,Trackmania,74.0,4.2
12336,Trackmania 2 Lagoon,77.0,6.0
12337,Trackmania Turbo,78.66666666666667,7.3
12338,Tracks: The Train Set Game,69.0,5.5
12339,Trade Empires,69.0,7.2
12340,Traffic Giant,57.0,8.1
12341,Trailblazers,67.33333333333333,6.266666666666667
12342,Train Fever,67.0,6.9
12343,Train Sim World,60.5,6.466666666666666
12344,Train Sim World: Founder's Edition,73.0,6.6
12345,Train Simulator 2014,67.0,4.8
12346,Train Simulator 2015,73.0,4.7
12347,Train Valley (2015),69.0,7.6
12348,Trainz,79.0,7.1
12349,Trainz Railroad Simulator 2004,76.0,7.3
12350,Traitors Gate,63.0,6.7
12351,Traitors Gate 2,37.0,3.7
12352,TransOcean 2: Rivals,69.0,4.9
12353,TransWorld Snowboarding,74.0,8.5
12354,TransWorld Surf,76.0,6.9
12355,Transcripted,78.0,6.099999999999999
12356,Transference,72.0,6.066666666666666
12357,Transformers,75.0,8.4
12358,Transformers Prime: The Game,64.66666666666667,5.199999999999999
12359,Transformers: Autobots,67.0,7.4
12360,Transformers: Cybertron Adventures,41.0,6.3
12361,Transformers: Dark of the Moon,58.0,5.85
12362,Transformers: Dark of the Moon - Autobots,43.0,4.6
12363,Transformers: Dark of the Moon - Decepticons,43.0,5.4
12364,Transformers: Dark of the Moon - Stealth Force Edition,32.0,2.8
12365,Transformers: Decepticons,66.0,8.3
12366,Transformers: Devastation,75.33333333333333,7.840000000000001
12367,Transformers: Fall of Cybertron,78.0,7.775
12368,Transformers: Revenge of the Fallen,54.4,5.783333333333334
12369,Transformers: Revenge of the Fallen - Autobots,64.0,4.3
12370,Transformers: Revenge of the Fallen - Decepticons,66.0,2.8
12371,Transformers: Rise of the Dark Spark,44.199999999999996,4.671428571428572
12372,Transformers: The Game,52.833333333333336,5.6000000000000005
12373,Transformers: War for Cybertron,76.0,8.1
12374,Transformers: War for Cybertron - Autobots,62.0,7.3
12375,Transformers: War for Cybertron - Decepticons,62.0,7.3
12376,Transient,65.0,5.6
12377,Transistor,83.0,8.25
12378,Transport Fever,71.0,7.6
12379,Transport Fever 2,76.0,7.5
12380,Trapped Dead,50.0,4.6
12381,Trapt,60.0,7.9
12382,Trash Panic,72.0,6.8
12383,Trauma Center: New Blood,77.0,7.8
12384,Trauma Center: Second Opinion,80.0,7.9
12385,Trauma Center: Under the Knife,81.0,8.1
12386,Trauma Center: Under the Knife 2,79.0,7.8
12387,Trauma Team,82.0,8.3
12388,Traverser,61.0,6.5
12389,Travis Strikes Again: No More Heroes - Complete Edition,63.0,8.2
12390,Traxxpad,78.0,6.3
12391,Treasure Planet: Battle at Procyon,73.0,8.4
12392,Trek to Yomi,71.0,6.166666666666667
12393,Trevor Chan's Restaurant Empire,76.0,7.5
12394,Trials Evolution,90.0,8.0
12395,Trials Evolution: Gold Edition,85.0,6.9
12396,Trials Evolution: Origin of Pain,85.0,8.4
12397,Trials Evolution: The Riders of Doom,81.0,6.2
12398,Trials Fusion,79.66666666666667,7.15
12399,Trials HD,86.0,8.5
12400,Trials Rising,82.33333333333333,5.666666666666667
12401,Trials of Fire,81.0,6.9
12402,Trials of Mana,77.0,7.55
12403,Trials of the Blood Dragon,55.333333333333336,6.266666666666667
12404,Triangle Strategy,84.0,5.8
12405,Tribes 2,88.0,8.3
12406,Tribes Aerial Assault,73.0,8.8
12407,Tribes of Midgard,73.0,6.5
12408,Tribes: Ascend,86.0,7.8
12409,Tribes: Vengeance,83.0,7.7
12410,Tricky Towers,74.0,6.8
12411,Trigger Man,31.5,4.5
12412,Triggerheart Exelica,63.0,8.2
12413,Trillion: God of Destruction,65.0,7.4
12414,Trine,81.5,7.949999999999999
12415,Trine 2,84.66666666666667,7.566666666666667
12416,Trine 2: Complete Story,84.0,7.55
12417,Trine 2: Director's Cut,84.0,7.9
12418,Trine 2: Goblin Menace,79.0,8.1
12419,Trine 3: The Artifacts of Power,66.5,6.9
12420,Trine 4: The Nightmare Prince,80.33333333333333,7.5
12421,Trine: Enchanted Edition,80.0,7.199999999999999
12422,Trinity Universe,62.0,7.5
12423,Trinity: Souls of Zill O'll,55.0,7.7
12424,Triple Play Baseball,69.33333333333333,6.95
12425,Trivial Pursuit,66.33333333333333,6.1
12426,Trivial Pursuit Live!,63.0,5.7
12427,Trivial Pursuit Unhinged,54.5,8.0
12428,Troll and I,33.0,4.533333333333334
12429,Trombone Champ,82.0,7.2
12430,Tron,43.0,7.0
12431,Tron 2.0,84.0,8.3
12432,Tron 2.0: Killer App,68.5,4.5
12433,Tropico,85.0,8.4
12434,Tropico 2: Pirate Cove,75.0,7.8
12435,Tropico 3,77.0,7.5
12436,Tropico 3: Absolute Power,79.0,7.8
12437,Tropico 4,77.5,7.65
12438,Tropico 4: Modern Times,78.0,7.6
12439,Tropico 5,74.0,6.933333333333334
12440,Tropico 5 Penultimate Edition,75.0,6.4
12441,Tropico 5: Waterborne,60.0,4.1
12442,Tropico 6,77.33333333333333,6.466666666666666
12443,Tropico: Paradise Island,78.0,7.5
12444,Trouble Witches Neo!,69.0,7.0
12445,Trove,65.0,6.3
12446,Trover Saves the Universe,78.0,7.566666666666666
12447,Truberbrook,72.0,5.9
12448,Truberbrook: A Nerd Saves the World,66.0,5.0
12449,Truck Racing Championship,66.5,4.0
12450,True Crime: New York City,58.25,7.449999999999999
12451,True Crime: Streets of LA,74.75,7.4
12452,True Swing Golf,66.0,7.7
12453,Truth or Lies,28.0,4.4
12454,Tryst,50.0,6.2
12455,Tsugunai: Atonement,67.0,8.8
12456,Tsunami 2265,35.0,4.2
12457,Tube Slider,62.0,7.8
12458,Tumble,74.0,7.5
12459,Tumble VR,69.0,7.8
12460,TumbleSeed,69.0,5.6
12461,Tumblestone,81.33333333333333,4.8
12462,Tunche,68.0,6.400000000000001
12463,Tunic,85.0,7.449999999999999
12464,Tunnel Rats: 1968,30.0,3.4
12465,Turba,76.0,7.4
12466,Turbo: Super Stunt Squad,38.0,3.1999999999999997
12467,Turmoil,73.0,7.8
12468,TurnOn,67.0,5.95
12469,Turning Point: Fall of Liberty,41.333333333333336,5.433333333333334
12470,Turnip Boy Commits Tax Evasion,72.0,7.900000000000001
12471,Turok,67.0,6.5
12472,Turok 2: Seeds of Evil,86.0,8.1
