,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,metascore,userscore
3149,Momotarou Dentetsu 11,Misc,Hudson Soft,0.0,0.0,0.53,0.0,0.54,,
3150,Sherlock Holmes: Crimes & Punishments,Adventure,Focus Home Interactive,0.16999999999999998,0.30000000000000004,0.0,0.08,0.54,73.66666666666667,7.340000000000001
3151,Family Guy: Back to the Multiverse,Action,Activision,0.26,0.21,0.0,0.07,0.54,40.333333333333336,4.966666666666667
3152,Dance Dance Revolution Ultramix,Simulation,Konami Digital Entertainment,0.42,0.11,0.0,0.02,0.54,82.0,8.0
3153,World Soccer Winning Eleven 7 International (JP version),Sports,Konami Digital Entertainment,0.0,0.0,0.54,0.0,0.54,,
3154,Front Mission 4,Strategy,Square Enix,0.14,0.11,0.25,0.04,0.54,75.0,8.5
3155,Bust A Groove,Misc,Sony Computer Entertainment,0.09,0.06,0.35,0.04,0.54,,
3156,Hello Kitty: Big City Dreams,Puzzle,Empire Interactive,0.42,0.08,0.0,0.04,0.54,,
3157,Winning Post,Sports,Tecmo Koei,0.0,0.0,0.53,0.0,0.53,,
3158,Petz: Hamsterz Life 2,Misc,Ubisoft,0.49,0.0,0.0,0.04,0.53,,
3159,SpongeBob SquarePants: Game Boy Advance Video Volume 2,Misc,Unknown,0.38,0.14,0.0,0.01,0.53,,
3160,007 Racing,Racing,Electronic Arts,0.3,0.2,0.0,0.03,0.53,51.0,5.0
3161,Are You Smarter Than A 5th Grader?,Misc,Mindscape,0.48,0.0,0.0,0.04,0.53,,
3162,Go Diego Go! Safari Rescue,Action,Take-Two Interactive,0.48,0.01,0.0,0.04,0.53,,
3163,ICO,Action,Sony Computer Entertainment,0.23,0.18,0.06,0.06,0.53,90.0,8.3
3164,Virtual Soccer,Sports,Hudson Soft,0.0,0.0,0.53,0.0,0.53,,
3165,Hunted: The Demon's Forge,Action,Bethesda Softworks,0.28,0.16,0.02,0.07,0.53,59.666666666666664,6.3999999999999995
3166,Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,Simulation,Electronic Arts,0.5,0.0,0.0,0.03,0.53,,
3167,Oni,Action,Take-Two Interactive,0.26,0.2,0.0,0.07,0.53,71.0,7.75
3168,Dragon Ball Z: Battle of Z,Fighting,Namco Bandai Games,0.11,0.21,0.12,0.08,0.53,57.666666666666664,5.933333333333334
3169,Pachi-Slot Aruze Oukoku 4,Misc,Aruze Corp,0.0,0.0,0.49,0.03,0.53,,
3170,Wayne Gretzky's 3D Hockey,Sports,Nintendo,0.49,0.03,0.0,0.0,0.53,,
3171,Monster House,Adventure,THQ,0.38,0.11,0.0,0.030000000000000002,0.53,62.5,6.7
3172,We Cheer,Simulation,505 Games,0.48,0.0,0.0,0.04,0.53,56.0,6.9
3173,Picross 3D,Puzzle,Nintendo,0.3,0.03,0.16,0.03,0.53,83.0,8.1
3174,MySims Party,Simulation,Electronic Arts,0.32999999999999996,0.15,0.0,0.05,0.53,,
3175,Clive Barker's Jericho,Shooter,Codemasters,0.45000000000000007,0.03,0.0,0.04,0.53,62.0,7.433333333333334
3176,Front Mission 2,Strategy,SquareSoft,0.0,0.0,0.49,0.03,0.53,,
3177,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",Adventure,Sega,0.0,0.0,0.53,0.0,0.53,,
3178,Jewel Master Egypt,Puzzle,Rondomedia,0.21,0.27,0.0,0.05,0.53,,
3179,Cabela's Dangerous Hunts 2,Sports,Activision,0.3,0.18,0.0,0.05,0.53,63.0,5.7
3180,Jikkyou Powerful Pro Yakyuu 2013,Sports,Konami Digital Entertainment,0.0,0.0,0.53,0.0,0.53,,
3181,Reign of Fire,Shooter,BAM! Entertainment,0.31,0.15,0.0,0.03,0.53,56.25,7.85
3182,Time Crisis II,Shooter,Namco Bandai Games,0.26,0.2,0.0,0.07,0.53,81.0,7.9
3183,Return to Castle Wolfenstein: Operation Resurrection,Shooter,Activision,0.26,0.2,0.0,0.07,0.53,66.0,8.3
3184,Darkwatch,Shooter,Ubisoft,0.32,0.16999999999999998,0.0,0.05,0.53,74.5,8.2
3185,Medal of Honor: European Assault,Shooter,Electronic Arts,0.32,0.19,0.0,0.02,0.53,72.0,7.6000000000000005
3186,Kirby and the Rainbow Curse,Platform,Nintendo,0.23,0.14,0.12,0.04,0.53,73.0,8.0
3187,Jampack Volume 11,Misc,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.53,,
3188,Sesame Street: Once Upon A Monster,Misc,Warner Bros. Interactive Entertainment,0.39,0.1,0.0,0.04,0.53,,
3189,Clock Tower,Adventure,ASCII Entertainment,0.07,0.05,0.38,0.03,0.53,,
3190,Jampack Vol. 2,Misc,Sony Computer Entertainment,0.3,0.2,0.0,0.03,0.53,,
3191,Jikkyou Powerful Pro Yakyuu 12,Sports,Konami Digital Entertainment,0.0,0.0,0.53,0.0,0.53,,
3192,The Polar Express,Adventure,THQ,0.33,0.16,0.0,0.03,0.53,39.5,4.4
3193,Karaoke Revolution Presents American Idol Encore 2,Misc,Konami Digital Entertainment,0.49,0.0,0.0,0.04,0.53,,
3194,Silent Hill HD Collection,Action,Konami Digital Entertainment,0.26,0.16999999999999998,0.04,0.07,0.53,69.5,5.25
3195,J-League Soccer: Prime Goal 2,Sports,Namco Bandai Games,0.0,0.0,0.53,0.0,0.53,,
3196,The Legend of Heroes: Trails of Cold Steel,Role-Playing,Nippon Ichi Software,0.13,0.09,0.26,0.06,0.53,80.75,8.45
3197,SingStar Dance,Misc,Sony Computer Entertainment,0.09,0.32,0.0,0.12,0.53,65.0,3.9
3198,Front Mission 3,Strategy,SquareSoft,0.1,0.07,0.31,0.03,0.52,,
3199,The Grinch,Adventure,Konami Digital Entertainment,0.29,0.2,0.0,0.03,0.52,53.0,7.8
3200,That's So Raven 2: Supernatural Style,Adventure,Disney Interactive Studios,0.37,0.14,0.0,0.01,0.52,,
3201,Mario Tennis: Power Tour,Sports,Nintendo,0.24,0.09,0.19,0.01,0.52,81.0,8.5
3202,Binary Domain,Action,Sega,0.18,0.15000000000000002,0.16,0.05,0.52,71.33333333333333,8.033333333333333
3203,Life is Strange,Adventure,Square Enix,0.23,0.19999999999999998,0.03,0.06999999999999999,0.52,84.33333333333333,8.6
3204,Naruto Shippuden: Clash of Ninja Revolution 3,Fighting,Nintendo,0.45,0.04,0.0,0.04,0.52,,
3205,Lair,Action,Sony Computer Entertainment,0.36,0.04,0.08,0.04,0.52,53.0,6.2
3206,The Powerpuff Girls: Relish Rampage,Action,BAM! Entertainment,0.27,0.18000000000000002,0.0,0.06,0.52,46.0,7.4
3207,Happy Feet Two,Action,Warner Bros. Interactive Entertainment,0.41000000000000003,0.07,0.0,0.05,0.52,64.0,7.400000000000001
3208,The Sims 2: Open for Business,Simulation,Electronic Arts,0.46,0.05,0.0,0.0,0.52,78.0,8.7
3209,Rival Schools: United By Fate,Fighting,Capcom,0.12,0.08,0.28,0.03,0.52,,
3210,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,Misc,Nintendo,0.0,0.0,0.52,0.0,0.52,,
3211,Rugrats: Royal Ransom,Platform,THQ,0.30000000000000004,0.16,0.0,0.04,0.52,,
3212,Shadow Man,Action,Acclaim Entertainment,0.32,0.16999999999999998,0.0,0.03,0.52,,
3213,Cars Toon: Mater's Tall Tales,Misc,Disney Interactive Studios,0.46,0.02,0.0,0.03,0.52,,
3214,GT Pro Series,Racing,Ubisoft,0.46,0.01,0.02,0.04,0.52,41.0,4.5
3215,Seaman,Simulation,Sega,0.0,0.0,0.52,0.0,0.52,82.0,8.5
3216,Syphon Filter: Logan's Shadow,Shooter,Sony Computer Entertainment,0.28,0.13999999999999999,0.0,0.09999999999999999,0.52,85.0,7.2
3217,Jikkyou Powerful Pro Yakyuu 11,Sports,Konami Digital Entertainment,0.0,0.0,0.51,0.0,0.52,,
3218,Omega Boost,Shooter,Sony Computer Entertainment,0.17,0.11,0.2,0.03,0.52,,
3219,Diner Dash: Sizzle & Serve,Puzzle,Eidos Interactive,0.45,0.03,0.0,0.04,0.52,59.5,7.3
3220,Toukiden Kiwami,Action,Tecmo Koei,0.1,0.12000000000000001,0.24000000000000002,0.05,0.52,,
3221,Mega Man 6,Platform,Capcom,0.28,0.07,0.16,0.01,0.52,,
3222,J-League Pro Soccer Club o Tsukurou! 3,Sports,Sega,0.0,0.0,0.52,0.0,0.52,,
3223,Power Rangers: Time Force,Action,THQ,0.32,0.16999999999999998,0.0,0.02,0.52,,
3224,Swing Away Golf,Sports,Electronic Arts,0.17,0.13,0.18,0.04,0.52,,
3225,We Love Katamari,Puzzle,Electronic Arts,0.26,0.2,0.0,0.07,0.52,86.0,8.8
3226,Classic Word Games,Misc,Ubisoft,0.09,0.37,0.0,0.07,0.52,,
3227,Atelier Totori: The Adventurer of Arland,Role-Playing,Nippon Ichi Software,0.12,0.07,0.3,0.03,0.52,74.0,8.1
3228,From TV Animation One Piece: Grand Battle! 3,Fighting,Namco Bandai Games,0.0,0.0,0.52,0.01,0.52,,
3229,Final Fantasy Explorers,Role-Playing,Square Enix,0.15,0.07,0.28,0.02,0.52,69.0,8.4
3230,Final Fantasy Chronicles,Role-Playing,Square,0.29,0.2,0.0,0.03,0.52,89.0,8.8
3231,Neopets Puzzle Adventure,Puzzle,Capcom,0.45,0.02,0.0,0.04,0.52,,
3232,Spectrobes: Beyond the Portals,Role-Playing,Disney Interactive Studios,0.37,0.11,0.0,0.04,0.52,70.0,7.6
3233,Jampack Winter 2002,Misc,Sony Computer Entertainment,0.25,0.2,0.0,0.07,0.52,,
3234,Mirror's Edge Catalyst,Platform,Electronic Arts,0.19,0.22000000000000003,0.02,0.09,0.52,71.66666666666667,5.766666666666667
3235,Syphon Filter 3,Shooter,Sony Computer Entertainment,0.29,0.2,0.0,0.03,0.52,73.0,8.6
3236,StarCraft II: Legacy of the Void,Strategy,Activision,0.18,0.29,0.0,0.04,0.51,,
3237,International Track & Field,Sports,Konami Digital Entertainment,0.08,0.05,0.35,0.03,0.51,,
3238,The 3rd Birthday,Role-Playing,Square Enix,0.13,0.07,0.27,0.05,0.51,71.0,6.1
3239,18 Wheeler: American Pro Trucker,Racing,Acclaim Entertainment,0.29000000000000004,0.16999999999999998,0.0,0.05,0.51,60.0,6.166666666666667
3240,100 All-Time Favorites,Puzzle,Ubisoft,0.35,0.12,0.0,0.04,0.51,,
3241,HSX HyperSonic.Xtreme,Racing,Midas Interactive Entertainment,0.25,0.2,0.0,0.07,0.51,53.0,8.1
3242,International Superstar Soccer 2000 (All region sales),Sports,Konami Digital Entertainment,0.01,0.26,0.22,0.02,0.51,,
3243,Jam With the Band,Misc,Nintendo,0.0,0.0,0.51,0.0,0.51,,
3244,Bottom of the 9th,Sports,Konami Digital Entertainment,0.45,0.05,0.0,0.01,0.51,,
3245,Ford Racing 3,Racing,Take-Two Interactive,0.33,0.14,0.0,0.04,0.51,52.333333333333336,7.85
3246,Ace Combat Zero: The Belkan War,Simulation,Namco Bandai Games,0.15,0.12,0.2,0.04,0.51,75.0,8.6
3247,Virtual Pool,Sports,Interplay,0.28,0.19,0.0,0.03,0.51,,
3248,Wrecking Crew,Platform,Nintendo,0.0,0.0,0.51,0.0,0.51,,
3249,Wacky Races: Crash & Dash,Racing,Eidos Interactive,0.46,0.01,0.0,0.03,0.51,40.0,6.1
3250,Way of the Samurai,Action,Eidos Interactive,0.13,0.1,0.25,0.03,0.51,74.0,8.1
3251,Summoner,Role-Playing,THQ,0.25,0.2,0.0,0.07,0.51,76.0,7.65
3252,Star Trek: The Game,Action,Namco Bandai Games,0.22,0.22,0.0,0.07,0.51,,
3253,NHL FaceOff 98,Sports,Sony Computer Entertainment,0.28,0.19,0.0,0.03,0.51,,
3254,Rugrats: Scavenger Hunt,Misc,THQ,0.41,0.09,0.0,0.01,0.51,,
3255,Disney's Kim Possible: Revenge of Monkey Fist,Platform,THQ,0.37,0.14,0.0,0.01,0.51,62.0,8.0
3256,Euro Truck Simulator,Simulation,Rondomedia,0.0,0.42,0.0,0.09,0.51,,
3257,Picross DS,Puzzle,Nintendo,0.17,0.02,0.3,0.02,0.51,83.0,8.0
3258,SoulCalibur: Broken Destiny,Fighting,Namco Bandai Games,0.12,0.2,0.07,0.12,0.51,80.0,6.6
3259,Final Fantasy II Anniversary Edition,Role-Playing,Square Enix,0.36,0.03,0.07,0.04,0.51,,
3260,Dragon Ball Z: Supersonic Warriors,Fighting,Atari,0.36,0.13,0.0,0.01,0.51,73.0,7.3
3261,Quantum Break,Action,Microsoft Game Studios,0.27,0.19,0.01,0.04,0.51,71.5,6.55
3262,SpongeBob's Boating Bash,Misc,THQ,0.39,0.08,0.0,0.04,0.51,,
3263,Dai-4-Ji Super Robot Taisen S,Strategy,Banpresto,0.0,0.0,0.48,0.03,0.51,,
3264,Disgaea 3: Absence of Justice,Role-Playing,Square Enix,0.32,0.04,0.11,0.04,0.51,78.0,8.2
3265,Final Fantasy XI,Role-Playing,Unknown,0.25,0.06999999999999999,0.15,0.03,0.51,78.66666666666667,7.133333333333333
3266,Fishing Derby,Sports,Activision,0.48,0.03,0.0,0.01,0.51,,
3267,Fire Emblem: Radiant Dawn,Strategy,Nintendo,0.28,0.03,0.17,0.03,0.51,78.0,8.8
3268,Men in Black II: Alien Escape,Shooter,Infogrames,0.25,0.19,0.0,0.06,0.51,50.0,7.1
3269,Prince of Persia Trilogy,Action,Ubisoft,0.17,0.25,0.0,0.09,0.51,,
3270,Earth Defense Force 2025,Shooter,D3Publisher,0.1,0.07,0.32,0.03,0.51,68.5,7.75
3271,River Raid II,Shooter,Activision,0.47,0.03,0.0,0.01,0.51,,
3272,Paws & Claws: Pet Resort,Simulation,THQ,0.44,0.04,0.0,0.03,0.51,,
3273,Leisure Suit Larry: Magna Cum Laude,Adventure,Vivendi Games,0.29000000000000004,0.17,0.0,0.05,0.51,60.333333333333336,6.133333333333333
3274,Paws & Claws: Dogs & Cats Best Friends,Simulation,THQ,0.46,0.01,0.0,0.04,0.51,,
3275,Super Robot Taisen Z,Strategy,Namco Bandai Games,0.0,0.0,0.5,0.0,0.5,,
3276,Superman: Shadow of Apokolips,Action,Atari,0.27,0.18,0.0,0.05,0.5,65.0,6.75
3277,LEGO Legends of Chima: Laval's Journey,Adventure,Warner Bros. Interactive Entertainment,0.19999999999999998,0.22,0.0,0.07,0.5,64.5,6.55
3278,Fracture,Shooter,LucasArts,0.26,0.18000000000000002,0.0,0.06,0.5,62.5,6.1499999999999995
3279,Raiders of the Lost Ark,Action,Atari,0.46,0.03,0.0,0.01,0.5,,
3280,Theatrhythm: Final Fantasy,Misc,Square Enix,0.22,0.07,0.18,0.02,0.5,,
3281,RPG Maker,Role-Playing,ASCII Entertainment,0.11,0.07,0.29,0.03,0.5,66.0,7.7
3282,Bases Loaded '96: Double Header,Sports,Jaleco,0.28,0.19,0.0,0.03,0.5,,
3283,PoPoLoCrois Monogatari,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.46,0.03,0.5,,
3284,WinBack: Covert Operations,Shooter,Midas Interactive Entertainment,0.31000000000000005,0.15,0.0,0.04,0.5,66.0,7.8
3285,Clash of Elementalists,Action,Level 5,0.0,0.03,0.47,0.0,0.5,34.0,6.8
3286,Jackass the Game,Action,Empire Interactive,0.23,0.19,0.0,0.09,0.5,50.333333333333336,6.5
3287,Dead or Alive Ultimate,Fighting,Tecmo Koei,0.3,0.1,0.08,0.02,0.5,83.0,8.8
3288,Sid Meier's Pirates!,Strategy,Take-Two Interactive,0.4,0.06,0.0,0.04,0.5,78.5,7.65
3289,Midnight Magic,Action,Atari,0.47,0.03,0.0,0.01,0.5,,
3290,Hatsune Miku: Project Diva f,Misc,Sega,0.08,0.0,0.42000000000000004,0.01,0.5,81.0,8.1
3291,Super Robot Taisen MX,Strategy,Banpresto,0.0,0.0,0.5,0.0,0.5,,
3292,Gauntlet,Action,Answer Software,0.46,0.03,0.0,0.01,0.5,65.0,5.6
3293,Chopper Command,Shooter,Activision,0.47,0.03,0.0,0.01,0.5,,
3294,Babysitting Mama,Simulation,505 Games,0.34,0.12,0.0,0.04,0.5,,
3295,Tactics Ogre: The Knight of Lodis,Role-Playing,Nintendo,0.13,0.05,0.31,0.01,0.5,88.0,8.7
3296,Beyond Good & Evil,Adventure,Ubisoft,0.3,0.16,0.0,0.04,0.5,85.75,8.6
3297,Monster Hunter,Role-Playing,Capcom,0.11,0.08,0.28,0.03,0.5,68.0,8.6
3298,SplashDown: Rides Gone Wild,Racing,THQ,0.24,0.19,0.0,0.06,0.5,,
3299,Road Rash: Jailbreak,Racing,Electronic Arts,0.29000000000000004,0.18,0.0,0.03,0.5,78.0,8.5
3300,Zumba Fitness: World Party,Misc,Majesco Entertainment,0.31000000000000005,0.16,0.0,0.05,0.5,,
3301,Command & Conquer 3: Tiberium Wars,Strategy,Electronic Arts,0.35,0.11,0.0,0.04,0.5,83.5,7.75
3302,Bleach: Soul Resurreccion,Fighting,Nippon Ichi Software,0.27,0.11,0.07,0.05,0.5,58.0,7.0
3303,Ultimate Marvel vs. Capcom 3,Fighting,Capcom,0.2,0.16,0.08,0.060000000000000005,0.5,78.8,7.533333333333334
3304,CSI: Deadly Intent,Adventure,Ubisoft,0.23,0.21000000000000002,0.0,0.05,0.5,,
3305,Parodius,Shooter,Konami Digital Entertainment,0.0,0.0,0.47,0.02,0.5,,
3306,Ridge Racer 3D,Racing,Namco Bandai Games,0.19,0.15,0.12,0.03,0.5,75.0,7.3
3307,The Club,Shooter,Sega,0.29000000000000004,0.17,0.0,0.05,0.5,71.66666666666667,6.3999999999999995
3308,Neon Genesis Evangelion,Adventure,Sega,0.0,0.0,0.5,0.0,0.5,,
3309,NHL 08,Action,Electronic Arts,0.38,0.06999999999999999,0.0,0.05,0.5,76.5,6.8999999999999995
3310,Dragon Ball Z: Supersonic Warriors 2,Fighting,Atari,0.14,0.02,0.32,0.02,0.5,66.0,7.6
3311,RealSports Tennis,Sports,Atari,0.46,0.03,0.0,0.01,0.5,,
3312,Fortune Street,Misc,Nintendo,0.27,0.04,0.17,0.02,0.5,68.0,7.6
3313,Blue's Clues: Blue's Big Musical,Misc,THQ,0.28,0.19,0.0,0.03,0.5,,
3314,Rayman Advance,Platform,Ubisoft,0.36,0.13,0.0,0.01,0.5,84.0,7.9
3315,NHL 2K9,Sports,Take-Two Interactive,0.39,0.07,0.0,0.05,0.5,68.0,6.4
3316,The Mummy Returns,Action,Universal Interactive,0.25,0.19,0.0,0.06,0.5,44.0,6.6
3317,Dance Dance Revolution Universe 2,Simulation,Konami Digital Entertainment,0.46,0.01,0.0,0.04,0.5,65.0,7.4
3318,Deus Ex: Mankind Divided,Role-Playing,Square Enix,0.18,0.26,0.0,0.060000000000000005,0.5,83.33333333333333,7.766666666666667
3319,Super Famista 5,Sports,Namco Bandai Games,0.0,0.0,0.5,0.0,0.5,,
3320,Epic Mickey: Power of Illusion,Action,Disney Interactive Studios,0.36,0.04,0.04,0.04,0.49,,
3321,SWAT: Global Strike Team,Shooter,Vivendi Games,0.29000000000000004,0.16,0.0,0.05,0.49,69.0,7.05
3322,One Piece: Grand Battle!,Fighting,Atari,0.0,0.0,0.46,0.03,0.49,,
3323,Top Gear Rally,Racing,Kemco,0.38,0.09000000000000001,0.0,0.0,0.49,78.0,7.5
3324,Tales of Legendia,Role-Playing,Namco Bandai Games,0.07,0.05,0.35,0.02,0.49,72.0,8.1
3325,J-League Pro Soccer Club wo Tsukurou! 2,Sports,Sega,0.0,0.0,0.49,0.0,0.49,,
3326,Die Hard Trilogy 2: Viva Las Vegas,Action,Fox Interactive,0.27,0.18,0.0,0.03,0.49,,
3327,WWE Wrestlemania X8,Fighting,THQ,0.38,0.1,0.0,0.01,0.49,,
3328,Asphalt 3D,Racing,Ubisoft,0.27,0.16,0.02,0.04,0.49,43.0,5.4
3329,Tropico 5,Simulation,Kalypso Media,0.1,0.28,0.05,0.06,0.49,74.0,6.933333333333334
3330,Sesame Street: Elmo's Letter Adventure,Misc,NewKidCo,0.31000000000000005,0.16,0.0,0.02,0.49,,
3331,Pokemon Art Academy,Misc,Nintendo,0.18,0.12,0.16,0.03,0.49,76.0,7.8
3332,SBK Superbike World Championship,Racing,Black Bean Games,0.19999999999999998,0.26,0.0,0.03,0.49,61.0,7.05
3333,Ultimate I Spy,Adventure,Scholastic Inc.,0.45,0.0,0.0,0.03,0.49,,
3334,Taiko no Tatsujin: Appare Sandaime,Misc,Namco Bandai Games,0.0,0.0,0.49,0.0,0.49,,
3335,Mario & Wario,Puzzle,Nintendo,0.0,0.0,0.49,0.0,0.49,,
3336,Football Manager Handheld 2009,Sports,Sega,0.0,0.47,0.0,0.02,0.49,,
3337,Steel Diver,Action,Nintendo,0.31,0.1,0.05,0.03,0.49,58.0,6.3
3338,NBA 09: The Inside,Sports,Sony Computer Entertainment,0.38,0.06,0.0,0.04,0.49,,
3339,MotorStorm: Apocalypse,Racing,Sony Computer Entertainment,0.21,0.2,0.0,0.08,0.49,77.0,7.9
3340,Star Wars Jedi Knight: Jedi Academy,Shooter,Activision,0.34,0.13,0.0,0.03,0.49,75.0,7.333333333333333
3341,Resident Evil: The Mercenaries 3D,Action,Capcom,0.16,0.17,0.13,0.03,0.49,65.0,6.6
3342,Cars Mater-National Championship,Racing,THQ,0.46,0.0,0.0,0.04,0.49,67.0,7.6
3343,Rock Band: Metal Track Pack,Misc,MTV Games,0.4,0.04,0.0,0.04,0.49,,
3344,The Wolf Among Us,Adventure,Telltale Games,0.26,0.15,0.0,0.08,0.49,82.0,8.6
3345,Grandia III,Role-Playing,Square Enix,0.12,0.1,0.24,0.03,0.49,77.0,8.4
3346,Grandia II,Role-Playing,Ubisoft,0.14,0.11,0.2,0.04,0.49,77.0,8.4
3347,Clash of the Titans,Action,Namco Bandai Games,0.16999999999999998,0.22,0.01,0.08,0.49,,
3348,Super Monkey Ball 3D,Action,Sega,0.26,0.15,0.05,0.04,0.49,55.0,5.4
3349,Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,Shooter,Namco Bandai Games,0.0,0.0,0.49,0.0,0.49,,
3350,Jake Power: Fireman,Adventure,Ubisoft,0.08,0.35,0.0,0.06,0.49,,
3351,Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,Misc,Hudson Soft,0.0,0.0,0.49,0.0,0.49,,
3352,World Series of Poker 2008: Battle for the Bracelets,Misc,Activision,0.32,0.11,0.0,0.05,0.49,74.5,6.6000000000000005
3353,Pro Yaky? Spirits 2011,Sports,Konami Digital Entertainment,0.0,0.0,0.49,0.0,0.49,,
3354,Sniper: Art of Victory,Shooter,City Interactive,0.0,0.45,0.0,0.03,0.49,36.0,3.6
3355,Dead to Rights: Retribution,Shooter,Namco Bandai Games,0.21000000000000002,0.2,0.02,0.07,0.49,60.5,6.449999999999999
3356,FIFA Soccer 64,Sports,Electronic Arts,0.16,0.3,0.0,0.03,0.49,,
3357,NBA 07,Sports,Sony Computer Entertainment,0.43,0.01,0.01,0.04,0.48000000000000004,64.66666666666667,6.7
3358,Hot Wheels: Track Attack,Racing,THQ,0.32999999999999996,0.12,0.0,0.03,0.48000000000000004,,
3359,Tigger's Honey Hunt,Platform,Ubisoft,0.32,0.15,0.0,0.02,0.48000000000000004,,
3360,Zapper: One Wicked Cricket!,Platform,Infogrames,0.32,0.13999999999999999,0.0,0.02,0.48000000000000004,,
3361,The Smurfs,Action,Ubisoft,0.26,0.17,0.0,0.04,0.48,,
3362,Ultimate Band,Misc,Disney Interactive Studios,0.39,0.05,0.0,0.04,0.48,64.0,6.2
3363,Scene It? Lights Camera Action,Misc,Microsoft Game Studios,0.43,0.02,0.0,0.04,0.48,,
3364,Dead Space Extraction,Shooter,Electronic Arts,0.33,0.11,0.01,0.04,0.48,,
3365,Theme Park Roller Coaster,Strategy,Electronic Arts,0.23,0.18,0.0,0.06,0.48,82.0,7.9
3366,Mario Golf: World Tour,Sports,Nintendo,0.15,0.14,0.17,0.03,0.48,78.0,8.0
3367,Rock Band Unplugged,Misc,MTV Games,0.24,0.15,0.0,0.1,0.48,79.0,8.4
3368,The Legend of the Mystical Ninja,Adventure,Konami Digital Entertainment,0.0,0.0,0.48,0.0,0.48,,
3369,TimeSplitters: Future Perfect,Shooter,Electronic Arts,0.3,0.13999999999999999,0.0,0.04,0.48,83.0,8.700000000000001
3370,Arctic Thunder,Racing,Midway Games,0.26,0.16,0.0,0.05,0.48,51.0,5.75
3371,Pictionary: Ultimate Edition,Misc,THQ,0.31,0.11,0.0,0.05,0.48,,
3372,The Godfather (JP sales),Action,Electronic Arts,0.39,0.02,0.01,0.06,0.48,,
3373,Destroy All Humans! 2,Action,THQ,0.4,0.02,0.0,0.07,0.48,74.0,7.866666666666667
3374,Majin and the Forsaken Kingdom,Adventure,Namco Bandai Games,0.23,0.17,0.01,0.060000000000000005,0.48,73.0,7.800000000000001
3375,Cabela's Deer Hunt 2005 Season,Sports,Activision,0.27,0.16,0.0,0.05,0.48,59.0,7.45
3376,Viva Pinata: Trouble in Paradise,Simulation,Microsoft Game Studios,0.16,0.25,0.01,0.05,0.48,82.0,8.1
3377,Scrabble 2007 Edition,Puzzle,Ubisoft,0.0,0.48,0.0,0.0,0.48,,
3378,NFL Xtreme 2,Sports,989 Studios,0.27,0.18,0.0,0.03,0.48,,
3379,Grand Prix,Racing,Activision,0.45,0.03,0.0,0.0,0.48,,
3380,Tak: The Great Juju Challenge,Platform,THQ,0.38,0.1,0.0,0.01,0.48,68.4,7.9
3381,All-Star Baseball 99,Sports,Acclaim Entertainment,0.44,0.04,0.0,0.0,0.48,,
3382,Harvest Moon 64,Simulation,Pack In Soft,0.25,0.06,0.11,0.06,0.48,78.0,8.7
3383,Harvest Moon DS (US sales),Simulation,Rising Star Games,0.41,0.07,0.0,0.0,0.48,,
3384,Warriors Orochi 2,Action,Tecmo Koei,0.16,0.05,0.23,0.030000000000000002,0.48,50.666666666666664,8.4
3385,Monster Hunter G,Role-Playing,Capcom,0.0,0.0,0.48,0.0,0.48,,
3386,Where the Wild Things Are,Platform,Warner Bros. Interactive Entertainment,0.43,0.01,0.0,0.04,0.48,56.333333333333336,5.75
3387,Madagascar: Operation Penguin,Action,Activision,0.35,0.13,0.0,0.01,0.48,,
3388,Wu-Tang: Shaolin Style,Fighting,Activision,0.27,0.18,0.0,0.03,0.48,,
3389,Active Life: Extreme Challenge,Sports,Namco Bandai Games,0.15,0.27,0.0,0.06,0.48,,
3390,Children of Mana,Role-Playing,Nintendo,0.16,0.01,0.29,0.02,0.48,65.0,6.4
3391,World of Warcraft: Warlords of Draenor,Action,Activision Blizzard,0.08,0.36,0.0,0.04,0.48,87.0,4.1
3392,World of Outlaws: Sprint Cars 2002,Racing,Ignition Entertainment,0.23,0.18,0.0,0.06,0.48,80.0,8.3
3393,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,Sports,Konami Digital Entertainment,0.0,0.0,0.48,0.0,0.48,,
3394,Millipede,Shooter,Atari,0.45,0.03,0.0,0.01,0.48,,
3395,Emergency Heroes,Racing,Ubisoft,0.15,0.27,0.0,0.06,0.48,41.0,5.2
3396,Evil Dead: Fistfull of Boomstick,Action,THQ,0.26,0.16999999999999998,0.0,0.05,0.48,,
3397,You're in the Movies,Misc,Microsoft Game Studios,0.27,0.17,0.0,0.05,0.48,55.0,5.2
3398,OkamiDen,Adventure,Capcom,0.25,0.07,0.13,0.03,0.48,,
3399,God Eater 2: Rage Burst,Role-Playing,Namco Bandai Games,0.0,0.02,0.45999999999999996,0.0,0.48,71.0,7.1000000000000005
3400,Football Manager 2015,Simulation,Sega,0.0,0.43,0.0,0.05,0.48,80.0,6.2
