,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,metascore,userscore
10938,Barnyard Blast: Swine of the Night,Platform,Big Ben Interactive,0.02,0.0,0.0,0.0,0.02,,
10939,Gallop Racer Inbreed,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,
10940,Irritating Stick,Action,Saurus,0.01,0.01,0.0,0.0,0.02,,
10941,Ginga Fukei Densetsu: Sapphire,Shooter,Hudson Soft,0.0,0.0,0.02,0.0,0.02,,
10942,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,Misc,Benesse,0.0,0.0,0.02,0.0,0.02,,
10943,Earth Seeker,Role-Playing,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,,
10944,Touch Detective (JP sales),Adventure,505 Games,0.0,0.0,0.02,0.0,0.02,,
10945,RayCrisis: Series Termination,Shooter,JVC,0.01,0.01,0.0,0.0,0.02,,
10946,Thunder Force VI,Shooter,Sega,0.0,0.0,0.02,0.0,0.02,,
10947,Interactive Storybook DS Series 3,Misc,Tommo,0.02,0.0,0.0,0.0,0.02,,
10948,RoboCop,Shooter,Titus,0.01,0.0,0.0,0.0,0.02,,
10949,Army Rescue,Shooter,UFO Interactive,0.02,0.0,0.0,0.0,0.02,,
10950,Gift: Prism,Adventure,Sweets,0.0,0.0,0.02,0.0,0.02,,
10951,Dance Dance Revolution Extra Mix,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,
10952,Thunderbirds,Shooter,Vivendi Games,0.02,0.01,0.0,0.0,0.02,,
10953,Robopon 2: Cross Version,Role-Playing,Hudson Entertainment,0.01,0.0,0.0,0.0,0.02,,
10954,Emergency Mayhem,Racing,Codemasters,0.02,0.0,0.0,0.0,0.02,40.0,4.3
10955,"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",Adventure,Unknown,0.0,0.0,0.02,0.0,0.02,,
10956,Robopon 2: Ring Version,Role-Playing,Hudson Entertainment,0.01,0.0,0.0,0.0,0.02,68.0,8.3
10957,Custom Drive,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,,
10958,Motto NUGA-CEL!,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,
10959,Elven Legacy Collection,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.02,,
10960,Totally Spies! 2: Undercover,Action,Atari,0.01,0.01,0.0,0.0,0.02,,
10961,Games Explosion!,Action,THQ,0.01,0.0,0.0,0.0,0.02,,
10962,Rinne no Lagrange: Kamogawa Days,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,
10963,Moe Moe 2-ji Taisen (Ryoku) * Deluxe,Adventure,System Soft,0.0,0.0,0.02,0.0,0.02,,
10964,Earth Defense Force 2017 (old JP sales),Shooter,D3Publisher,0.0,0.0,0.02,0.0,0.02,,
10965,Rayman 10th Anniversary,Platform,Ubisoft,0.01,0.0,0.0,0.0,0.02,,
10966,Barbie as the Princess and the Pauper,Adventure,Vivendi Games,0.01,0.0,0.0,0.0,0.02,,
10967,Inkheart,Adventure,DreamCatcher Interactive,0.02,0.0,0.0,0.0,0.02,39.0,1.8
10968,Cross + Channel,Adventure,CyberFront,0.0,0.0,0.02,0.0,0.02,,
10969,This War of Mine,Action,Deep Silver,0.0,0.01,0.0,0.0,0.02,83.0,8.3
10970,Cross Ange: Tenshi to Ryuu no Rondo tr.,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,
10971,Thomas and Friends: Steaming around Sodor,Action,Avanquest Software,0.0,0.02,0.0,0.0,0.02,,
10972,Tokyo Friend Park II DS,Misc,Rocket Company,0.0,0.0,0.02,0.0,0.02,,
10973,Cross Channel: In Memory of All People,Adventure,CyberFront,0.0,0.0,0.02,0.0,0.02,,
10974,Moe Star: Moeru Toudai Eigojuku,Misc,Mirai Shounen,0.0,0.0,0.02,0.0,0.02,,
10975,Motto! SoniComi,Simulation,Kadokawa Games,0.0,0.0,0.02,0.0,0.02,,
10976,Trapped Dead,Strategy,Iceberg Interactive,0.0,0.02,0.0,0.0,0.02,50.0,4.6
10977,Cross Treasures,Role-Playing,Square Enix,0.0,0.0,0.02,0.0,0.02,,
10978,Elvandia Story,Role-Playing,Spike,0.0,0.0,0.02,0.0,0.02,,
10979,Army Men: Major Malfunction,Shooter,Global Star,0.01,0.0,0.0,0.0,0.02,36.0,4.0
10980,Mount & Blade: Warband,Role-Playing,Paradox Interactive,0.01,0.01,0.0,0.0,0.02,68.0,8.233333333333333
10981,Reine des Fleurs,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,
10982,Jake Hunter: Detective Chronicles,Adventure,Aksys Games,0.02,0.0,0.0,0.0,0.02,,
10983,DJ Star,Misc,Deep Silver,0.01,0.0,0.0,0.0,0.02,,
10984,"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,
10985,Monster Trux Offroad,Racing,Popcorn Arcade,0.01,0.0,0.0,0.0,0.02,,
10986,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,
10987,Azada,Puzzle,Licensed 4U,0.0,0.02,0.0,0.0,0.02,,
10988,Elminage II: Sousei no Megami to Unmei no Daichi,Role-Playing,Starfish,0.0,0.0,0.02,0.0,0.02,,
10989,The Sims 4: Luxury Party Stuff,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.02,,
10990,The Sims: Complete Collection,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.02,,
10991,Rengoku II:  The Stairway To H.E.A.V.E.N.,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,,
10992,Tsuyo Kiss 2 Portable,Adventure,NetRevo,0.0,0.0,0.02,0.0,0.02,,
10993,Tsuyo Kiss 2 Gakki: Swift Love,Adventure,Revolution (Japan),0.0,0.0,0.02,0.0,0.02,,
10994,Battle Princess of Arcadias,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,69.0,8.0
10995,Miyako,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,
10996,Geten no Hana,Misc,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,
10997,Top Gear RPM Tuning,Racing,Wanadoo,0.01,0.0,0.0,0.0,0.02,45.0,6.4
10998,Tsuki no Hikari: Shizumeru Kane no Satsujin,Adventure,Victor Interactive,0.0,0.0,0.02,0.0,0.02,,
10999,Roommate Asami: Okusama wa Joshikousei,Adventure,Datam Polystar,0.0,0.0,0.02,0.0,0.02,,
11000,Tiny Toon Adventures: Wacky Stackers,Puzzle,Conspiracy Entertainment,0.01,0.0,0.0,0.0,0.02,,
11001,Misshitsu no Sacrifice,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,,
11002,DEATH NOTE: L o Tsugu Mono,Adventure,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,
11003,Geon Cube,Puzzle,P2 Games,0.02,0.0,0.0,0.0,0.02,,
11004,Battlefield 2: Modern Combat(JP sales),Shooter,Electronic Arts,0.0,0.0,0.02,0.0,0.02,,
11005,Race Driver: Create & Race,Racing,Codemasters,0.01,0.0,0.0,0.0,0.02,76.0,7.0
11006,Rising Zan: The Samurai Gunman,Action,Agetec,0.01,0.01,0.0,0.0,0.02,,
11007,Twinkle * Crusaders GoGo!,Adventure,ASCII Media Works,0.0,0.0,0.02,0.0,0.02,,
11008,Atlantic Quest,Puzzle,Avanquest,0.0,0.02,0.0,0.0,0.02,,
11009,The Sims 2: Family Fun Stuff,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.02,,
11010,The Sims 2: Happy Holiday Stuff,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.02,,
11011,Imperium Romanum,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02,63.0,7.4
11012,Ryu-koku,Adventure,KID,0.0,0.0,0.02,0.0,0.02,,
11013,Battle Spirits: Hero's Soul,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,
11014,Galaxy Angel II: Eigou Kaiki no Koku,Strategy,Broccoli,0.0,0.0,0.02,0.0,0.02,,
11015,To Love-Ru Trouble: Darkness - True Princess,Action,FuRyu,0.0,0.0,0.02,0.0,0.02,,
11016,Ghost Pirates of Vooju Island,Adventure,DTP Entertainment,0.0,0.02,0.0,0.0,0.02,66.0,5.8
11017,Enkaku Sousa: Sana e no 23 Hiai,Adventure,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,,
11018,Genroh,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,
11019,Genkai Tokki: Seven Pirates,Role-Playing,Compile Heart,0.0,0.0,0.02,0.0,0.02,,
11020,Tube Slider,Racing,Unknown,0.02,0.0,0.0,0.0,0.02,62.0,7.8
11021,Battle Spirits: Kiseki no Hasha,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,
11022,Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,Adventure,dramatic create,0.0,0.0,0.02,0.0,0.02,,
11023,Iridium Runners,Racing,SouthPeak Games,0.01,0.01,0.0,0.0,0.02,,
11024,Tom Clancy's Splinter Cell Classic Trilogy HD,Action,Ubisoft,0.02,0.0,0.0,0.0,0.02,67.0,7.1
11025,Joint Operations: Combined Arms,Shooter,NovaLogic,0.01,0.0,0.0,0.0,0.02,,
11026,Tropico 4: Modern Times,Strategy,Kalypso Media,0.0,0.02,0.0,0.0,0.02,78.0,7.6
11027,Rule of Rose,Action,505 Games,0.01,0.01,0.0,0.0,0.02,59.0,8.7
11028,The Talos Principle,Puzzle,Devolver Digital,0.0,0.02,0.0,0.0,0.02,85.0,8.6
11029,Gekka Ryouran Romance,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,
11030,Rose to Tasogare no Kojou,Action,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,,
11031,Girl Friend Beta: Kimi to Sugosu Natsuyasumi,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,
11032,Root Infinity Rexx,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,
11033,Invizimals: The Resistance,Role-Playing,Sony Computer Entertainment,0.0,0.02,0.0,0.0,0.02,67.0,7.9
11034,Reversal Challenge,Misc,Tommo,0.02,0.0,0.0,0.0,0.02,,
11035,Revolution: 25th Anniversary Collection,Adventure,Koch Media,0.0,0.02,0.0,0.0,0.02,,
11036,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,Misc,Paon,0.0,0.0,0.02,0.0,0.02,,
11037,Daikaijuu Battle: Ultra Coliseum,Fighting,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,
11038,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,Misc,Paon,0.0,0.0,0.02,0.0,0.02,,
11039,Cube,Puzzle,D3Publisher,0.02,0.0,0.0,0.0,0.02,,
11040,Toxic Grind,Sports,THQ,0.02,0.0,0.0,0.0,0.02,,
11041,Tropico Reloaded,Strategy,Kalypso Media,0.0,0.02,0.0,0.0,0.02,,
11042,Tiger & Bunny: Hero's Day,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,,
11043,Jojo's Bizarre Adventure,Fighting,Virgin Interactive,0.01,0.01,0.0,0.0,0.02,,
11044,Toki no Kizuna: Hanayui Tsuzuri,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,
11045,Rugby League Team Manager 2015,Action,Alternative Software,0.0,0.02,0.0,0.0,0.02,,
11046,Rainbow Islands Revolution,Platform,Rising Star Games,0.01,0.0,0.0,0.0,0.02,,
11047,Touhou Genso Rondo: Bullet Ballet,Shooter,Nippon Ichi Software,0.01,0.0,0.0,0.0,0.02,55.0,5.3
11048,Curse of the Amsterdam Diamond,Puzzle,Easy Interactive,0.0,0.01,0.0,0.0,0.02,,
11049,Ruff Trigger: The Vanocore Conspiracy,Platform,Natsume,0.01,0.01,0.0,0.0,0.02,57.0,7.4
11050,B-17: Fortress in the Sky,Simulation,DSI Games,0.02,0.0,0.0,0.0,0.02,,
11051,Truck Racer,Racing,Nordic Games,0.0,0.01,0.0,0.0,0.02,,
11052,Ro-Kyu-Bu! Lost Secret,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,,
11053,Resident Evil: Umbrella Corps,Action,Capcom,0.0,0.0,0.02,0.0,0.02,,
11054,Rozen Maiden: Duellwalzer,Adventure,Taito,0.0,0.0,0.02,0.0,0.02,,
11055,Joker no Kuni no Alice: Wonderful Wonder World,Adventure,Quinrose,0.0,0.0,0.02,0.0,0.02,,
11056,Elminage Original: Majo to Megami to Kamigami no Yubiwa,Role-Playing,Starfish,0.0,0.0,0.02,0.0,0.02,,
11057,D.Gray-man: Sousha no Shikaku,Adventure,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,
11058,Farming 2017 - The Simulation,Simulation,UIG Entertainment,0.0,0.01,0.0,0.0,0.01,,
11059,Super Robot Monkey Team: Game Boy Advance Video Volume 1,Misc,Unknown,0.01,0.0,0.0,0.0,0.01,,
11060,Marginal #4: Idol of Supernova,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,,
11061,Smart Kid's Mega Game Mix,Misc,UFO Interactive,0.01,0.0,0.0,0.0,0.01,,
11062,Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,Action,dramatic create,0.0,0.0,0.01,0.0,0.01,,
11063,Smart Boy's Winter Wonderland,Misc,UFO Interactive,0.01,0.0,0.0,0.0,0.01,,
11064,Slotter Mania P: Tetsuya Shinjuku vs Ueno,Misc,Dorart,0.0,0.0,0.01,0.0,0.01,,
11065,My Little Baby,Simulation,CDV Software Entertainment,0.0,0.01,0.0,0.0,0.01,,
11066,LMA Manager 2007,Sports,Codemasters,0.0,0.01,0.0,0.0,0.01,,
11067,Brothers Conflict: Precious Baby,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,,
11068,Uppers,Action,Marvelous Entertainment,0.0,0.0,0.01,0.0,0.01,,
11069,Psycho-Pass,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,,
11070,Slide Adventure: Mag Kid,Action,Nintendo,0.0,0.0,0.01,0.0,0.01,,
11071,Neverwinter Nights 2: Mask of the Betrayer,Role-Playing,Atari,0.0,0.01,0.0,0.0,0.01,,
11072,Mario & Luigi: Paper Jam & Mario Kart 7 Double Pack,Misc,Nintendo,0.0,0.0,0.01,0.0,0.01,,
11073,Entaku no Seito: Students of Round,Role-Playing,ChunSoft,0.0,0.0,0.01,0.0,0.01,,
11074,Psychic Detective,Adventure,Electronic Arts,0.01,0.0,0.0,0.0,0.01,,
11075,Irotoridori no Sekai: World's End Re-Birth,Action,HuneX,0.0,0.0,0.01,0.0,0.01,,
11076,Neo Angelique Special,Adventure,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,,
11077,Hanayamata: Yosakoi Live,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,
11078,Myself; Yourself,Adventure,Yeti,0.0,0.0,0.01,0.0,0.01,,
11079,"Iza, Shutsujin! Koisen",Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01,,
11080,Izumo 2,Adventure,GN Software,0.0,0.0,0.01,0.0,0.01,,
11081,Fallout Anthology,Action,Bethesda Softworks,0.0,0.01,0.0,0.0,0.01,,
11082,Mystereet,Adventure,Yeti,0.0,0.0,0.01,0.0,0.01,,
11083,E.T. The Extra-Terrestrial,Action,NewKidCo,0.01,0.0,0.0,0.0,0.01,46.0,5.4
11084,Getsuei Gakuen: kou,Adventure,Arc System Works,0.0,0.0,0.01,0.0,0.01,,
11085,Survivor,Adventure,Valcon Games,0.01,0.0,0.0,0.0,0.01,,
11086,Mystery Legends: Beauty and the Beast,Puzzle,Focus Multimedia,0.0,0.01,0.0,0.0,0.01,,
11087,Groovin' Blocks,Puzzle,Zoo Games,0.01,0.0,0.0,0.0,0.01,71.5,8.5
11088,Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,Role-Playing,Unknown,0.0,0.0,0.01,0.0,0.01,,
11089,Kono Aozora ni Yakusoku o: Tenohira no Rakuen,Adventure,TGL,0.0,0.0,0.01,0.0,0.01,,
11090,Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01,,
11091,Geten no Hana: Yume Akari,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,,
11092,Sweet Honey Coming,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01,,
11093,Shutsugeki! Otometachi no Senjou 2: Ikusabana no Kizuna,Strategy,System Soft,0.0,0.0,0.01,0.0,0.01,,
11094,Konami Classics Vol. 2,Misc,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01,,
11095,FairlyLife: MiracleDays,Adventure,Piacci,0.0,0.0,0.01,0.0,0.01,,
11096,Brain Exercise With Dr. Kawashima,Puzzle,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,,
11097,Happy Dance Collection,Misc,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,
11098,Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales),Action,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01,,
11099,Toro to Morimori,Misc,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01,,
11100,Isshoni Gohan. Portable,Adventure,Boost On,0.0,0.0,0.01,0.0,0.01,,
11101,Breach,Shooter,Destineer,0.01,0.0,0.0,0.0,0.01,57.0,4.4
11102,Hanasaku Manimani,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,,
11103,Touch Detective 3: Does Funghi Dream of Bananas?,Adventure,Success,0.0,0.0,0.01,0.0,0.01,,
11104,Family Jockey,Sports,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,
11105,Ouka Sengoku Portable,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01,,
11106,Real Rode,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01,,
11107,Uta no * Prince-Sama: Sweet Serenade,Adventure,Broccoli,0.0,0.0,0.01,0.0,0.01,,
11108,Super Robot Taisen XO,Strategy,Banpresto,0.0,0.0,0.01,0.0,0.01,,
11109,Mortal Kombat: Tournament Edition,Fighting,Midway Games,0.01,0.0,0.0,0.0,0.01,75.0,8.2
11110,Simple DS Series Vol. 41: The Bakudan Shori-Han,Action,D3Publisher,0.0,0.0,0.01,0.0,0.01,,
11111,Outdoors Unleashed: Africa 3D,Sports,Mastiff,0.01,0.0,0.0,0.0,0.01,,
11112,Super Robot Taisen: Original Generation,Role-Playing,Banpresto,0.01,0.0,0.0,0.0,0.01,72.0,6.7
11113,Outdoors Unleashed: Alaska 3D,Sports,Mastiff,0.01,0.0,0.0,0.0,0.01,,
11114,Really? Really! DS,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01,,
11115,Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,Misc,D3Publisher,0.0,0.0,0.01,0.0,0.01,,
11116,Ishin Renka: Ryouma Gaiden,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01,,
11117,IL-2 Sturmovik,Simulation,Blue Byte,0.0,0.01,0.0,0.0,0.01,91.0,8.6
11118,Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,Strategy,D3Publisher,0.0,0.0,0.01,0.0,0.01,,
11119,Yattaman Wii: BikkuriDokkiri Machine de Mou Race da Koron,Racing,Takara Tomy,0.0,0.0,0.01,0.0,0.01,,
11120,Cities: Skylines Snowfall,Simulation,Paradox Development,0.0,0.01,0.0,0.0,0.01,,
11121,Kurogane Kaikitan,Adventure,Minato Station,0.0,0.0,0.01,0.0,0.01,,
11122,Ishin no Arashi: Shippuu Ryuumeden,Strategy,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,,
11123,East India Company,Strategy,Paradox Interactive,0.01,0.0,0.0,0.0,0.01,67.0,5.7
11124,Total War Attila: Tyrants & Kings,Strategy,Koch Media,0.0,0.01,0.0,0.0,0.01,,
11125,"Hanayaka Kana, Ware ga Ichizoku",Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,,
11126,Art Academy: Home Studio,Misc,Nintendo,0.0,0.0,0.01,0.0,0.01,82.0,8.0
11127,Farming Simulator 15 Expansion Pack,Action,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,,
11128,Fireman Sam: Action Stations,Action,Avanquest Software,0.0,0.01,0.0,0.0,0.01,,
11129,Rakushou! Pachi-Slot Sengen 4,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,,
11130,Starry ? Sky: After Autumn,Misc,Aqua Plus,0.0,0.0,0.01,0.0,0.01,,
11131,GunParade Orchestra: Ao no Shou,Adventure,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01,,
11132,Fate/kaleid liner Prisma Illya,Action,Kadokawa Games,0.0,0.0,0.01,0.0,0.01,,
11133,Tropico 3: Gold Edition,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.01,,
11134,Nyaruko-San: Nafushigatai Game no You na Mono,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,,
11135,CT Special Forces 2: Back in the Trenches,Shooter,LSP Games,0.01,0.0,0.0,0.0,0.01,76.0,8.5
11136,Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,,
11137,Muv-Luv Alternative,Simulation,5pb,0.0,0.0,0.01,0.0,0.01,83.0,8.95
11138,RalliSport Challenge(JP sales),Racing,Microsoft Game Studios,0.0,0.0,0.01,0.0,0.01,,
11139,Fatal Fury: Battle Archives Volume 2 (JP sales),Fighting,SNK Playmore,0.0,0.0,0.01,0.0,0.01,,
11140,Rally Championship,Racing,SCi,0.01,0.0,0.0,0.0,0.01,,
11141,Fatal Fury: Battle Archives Volume 1 (JP sales),Fighting,Ignition Entertainment,0.0,0.0,0.01,0.0,0.01,,
11142,Smiley World: Island Challenge,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01,,
11143,No Fate! Only the Power of Will,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01,,
11144,Army Men: Air Combat - The Elite Missions,Shooter,3DO,0.01,0.0,0.0,0.0,0.01,,
11145,Tringo,Puzzle,Liquid Games,0.01,0.0,0.0,0.0,0.01,,
11146,Darkened Skye,Adventure,TDK Mediactive,0.01,0.0,0.0,0.0,0.01,63.0,6.9
11147,15 Days,Adventure,DTP Entertainment,0.0,0.01,0.0,0.0,0.01,63.0,4.8
11148,Trine,Action,Nobilis,0.0,0.01,0.0,0.0,0.01,81.5,7.949999999999999
11149,Space Raiders,Shooter,Taito,0.01,0.0,0.0,0.0,0.01,40.0,6.2
11150,Magicians Academy,Role-Playing,Enterbrain,0.0,0.0,0.01,0.0,0.01,,
11151,Fit & Fun,Sports,Unknown,0.0,0.01,0.0,0.0,0.01,,
11152,Space Hulk,Strategy,Funbox Media,0.0,0.01,0.0,0.0,0.01,54.0,6.859999999999999
11153,Sousaku Alice to Oujisama!,Simulation,Happinet,0.0,0.0,0.01,0.0,0.01,,
11154,SoulLink Extension,Adventure,Interchannel,0.0,0.0,0.01,0.0,0.01,,
11155,Nova Usagi no Game de Ryuugaku!? DS,Misc,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01,,
11156,Case Closed: One Truth Prevails,Adventure,Nobilis,0.0,0.0,0.01,0.0,0.01,,
11157,Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01,,
11158,Festa!! Hyper Girls Party,Adventure,KID,0.0,0.0,0.01,0.0,0.01,,
11159,Mushi Bugyou,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,
11160,thinkSMART: Chess for Kids,Misc,Mentor Interactive,0.01,0.0,0.0,0.0,0.01,,
11161,Turbo Trainz,Racing,Mastertronic,0.0,0.01,0.0,0.0,0.01,,
11162,th!nk Logic Trainer,Puzzle,Conspiracy Entertainment,0.01,0.0,0.0,0.0,0.01,,
11163,Impossible Creatures,Strategy,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.01,72.0,8.2
11164,Captain Rainbow,Adventure,Nintendo,0.0,0.0,0.01,0.0,0.01,,
11165,Rail Simulator,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.01,72.0,6.9
11166,Lucian Bee's: Resurrection Supernova,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,,
11167,Nintendogs and Cats Golden Retriever and New Friends,Action,Nintendo,0.0,0.01,0.0,0.0,0.01,,
11168,Nobunaga no Yabou DS,Strategy,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,,
11169,htoL#NiQ: The Firefly Diary,Platform,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01,58.0,7.5
11170,Caladrius,Shooter,Moss,0.0,0.0,0.01,0.0,0.01,,
11171,Nobunaga no Yabou Online: Houou no Shou,Strategy,Ackkstudios,0.0,0.0,0.01,0.0,0.01,,
11172,ef - a fairy tale of the two.,Adventure,Comfort,0.0,0.0,0.01,0.0,0.01,,
11173,Imagine Figure Skater (JP sales),Sports,Ubisoft,0.0,0.0,0.01,0.0,0.01,,
11174,Tsuyo Kiss 3 Portable,Action,NetRevo,0.0,0.0,0.01,0.0,0.01,,
11175,1/2 Summer +,Adventure,Kaga Create,0.0,0.0,0.01,0.0,0.01,,
11176,Carmageddon 64,Action,Virgin Interactive,0.01,0.0,0.0,0.0,0.01,,
11177,Railfan,Simulation,Ongakukan,0.0,0.0,0.01,0.0,0.01,,
11178,Tsukigime Ranko's Longest Day,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,,
11179,Carmageddon: Max Damage,Action,Stainless Games,0.01,0.01,0.0,0.0,0.01,51.5,6.566666666666666
11180,Spore Galactic Adventures,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.01,70.0,7.2
11181,Rainbow Islands: Revolution,Action,Rising Star Games,0.01,0.0,0.0,0.0,0.01,,
11182,Norn + Nonette: Last Era,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,,
11183,Musou Tourou,Strategy,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01,,
11184,Strider (2014),Platform,Capcom,0.0,0.0,0.01,0.0,0.01,,
11185,Zero no Tsukaima: Maigo no Period to Ikusen no Symphony,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01,,
11186,Infinite Stratos 2: Love and Purge,Action,5pb,0.0,0.0,0.01,0.0,0.01,,
11187,Fashionable Puppy: Oshare na Koinu DS,Simulation,MTO,0.0,0.0,0.01,0.0,0.01,,
11188,Unending Bloody Call,Action,Asgard,0.0,0.0,0.01,0.0,0.01,,
11189,Legends of Oz: Dorothy's Return,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.01,,
11190,Raven's Cry,Role-Playing,TopWare Interactive,0.0,0.01,0.0,0.0,0.01,27.0,3.4
11191,SoniPro,Adventure,imageepoch Inc.,0.0,0.0,0.01,0.0,0.01,,
11192,DokuSui: DokiDoki Suikoden,Role-Playing,Irem Software Engineering,0.0,0.0,0.01,0.0,0.01,,
11193,Hakuoki: Reimeiroku - Omouhase Kara,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,,
11194,Dokuro,Action,GungHo,0.0,0.0,0.01,0.0,0.01,67.5,7.9
11195,Hakuoki: Reimeiroku DS,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,,
